Drug_ID,Drug,Y
49640558,C=CCOC(=O)C1=C[C@H](c2csc3ccccc23)C[C@H](OCc2ccc(CO)cc2)O1,13.9752
49645501,CC(C)n1nc(Cc2cccc3ccccc23)c(C#N)c1N,-0.0121000000000038
3711472,O=C(CNC(=O)c1ccc(Cl)cc1)NCCCn1ccnc1,16.8887
847826,O=C(CCSc1nnc(-c2ccncc2)o1)Nc1ccc(Cl)cc1,-2.09510000000001
17410915,O=C(O/N=C/c1cccc([N+](=O)[O-])c1)C1CC1,13.7791
49679200,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(C(=O)c2ccco2)CC1,9.3392
16953272,CCC(C)NCC(=O)Nc1sc2c(c1C(N)=O)CCC2,9.8038
24802619,CCOC(=O)Cn1cc(/C=C(/C#N)C(=O)NC(C)C)c2ccccc21,16.1289
49821930,COc1cccc(NC(=O)[C@H](CC(C)C)NC(=O)N2CCn3c2nc2ccccc23)c1,20.25918
49649050,O=C(c1cccs1)N1CCN(c2ccc([N+](=O)[O-])cc2F)CC1,-21.2853
47194967,Cc1ccc(C(=O)NCCCn2ccnc2)cc1C,6.3022
22407347,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1cc(Cl)cc(Cl)c1N,-19.6178
17511698,Cc1ccccc1N1CCN(C2=NC(=O)/C(=C/c3cn[nH]c3-c3ccccc3)S2)CC1,13.7077
47198377,O=C(CCSc1ccc(Cl)cc1)NC1CCCC1,16.2833
24793530,CCC(Sc1nc2ccccc2[nH]1)C(=O)Nc1ccc(NC(C)=O)cc1,5.01009999999999
26667006,COC(=O)c1[nH]c2ccccc2c1NC(=O)C(C)N1CC(C)OC(C)C1,10.1928
7968295,CC(=O)Cc1nsc(NC(=O)C2Cc3ccccc3C(=O)O2)n1,14.3848
17508787,Cn1c(SCC(=O)N2c3ccccc3CCc3ccccc32)nnc1-c1cc2ccccc2cc1O,9.9061
17507289,CCNC(=S)SCCOc1ccc(C)cc1,11.595
14737493,CCCCCNC(=O)c1c[nH]c2ccc(S(=O)(=O)N3CCC4(CC3)OCCO4)cc2c1=O,10.5971
848028,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(c2nc3ccc(Cl)cc3[nH]2)CC1,-15.6911
24803561,COc1ccc(-n2c(SCC(=O)N3CCCC3)nc3ccccc3c2=O)cc1,6.4771
7975587,CC1(C)CC(=O)c2cnc(NC(=O)Cc3ccc(Cl)cc3)nc2C1,9.18769999999999
17511346,COc1ccc(NC(=S)N(CCN(C)C)C(C)c2ccco2)cc1Cl,9.2923
16952590,CCOC(=O)/C=c1\s/c(=C\c2ccc3cc(OC)ccc3c2)c(=O)n1CC(=O)NCC1CCCO1,12.5751
24835053,COc1ccccc1N(Cc1ccccc1)S(=O)(=O)c1cc(C(=O)O)ccc1Cl,16.3361
24793678,CC(=O)N(c1ccc(C)cc1)S(=O)(=O)c1ccc(Cl)cc1,11.2011
4242122,C=CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccccc1F,-3.19430000000001
47194750,O=S(=O)(NCc1ccc2c(c1)OCO2)c1ccccc1F,13.4577
24780666,O=C(CSc1nc2ccccc2n1Cc1ccc(Cl)cc1)N/N=C/c1ccccc1C(=O)O,9.64739999999999
47202897,C=CCn1c(C)nc2c(cnn2-c2ccccc2)c1=O,7.16629999999999
852917,CC(=O)Nc1ccc(NC(=O)CN2CCCC(C)C2)c(Cl)c1,-2.0516
4262627,Cc1cc(OCC(=O)N2CCOCC2)cc2oc(=O)c3ccccc3c12,7.05499999999999
17509408,O=C(Cn1c(=O)c2sccc2n(Cc2ccc([N+](=O)[O-])cc2)c1=O)NCCc1ccccc1,-16.9605
17387761,COc1ccc(/C=C(/NC(=O)c2ccccc2)c2nc3ccccc3[nH]2)cc1OC,0.582199999999993
26666983,CC1CCCCN1Cc1c(O)ccc2c(=O)c(-c3nc4ccccc4s3)coc12,1.2411
22409687,COc1ccc2cc(/C(C)=N/NC(=O)c3cc(-c4cccnc4)nc4ccccc34)ccc2c1,4.5354
14743716,COC(=O)c1sc(NC(=O)CSc2nncs2)c(C(=O)OC)c1C,6.1971
24822517,Cc1[nH]n2cnnc2c(=O)c1Br.O=S(=O)(O)O,6.343
4242642,COc1ccc2nc(NC(=O)CCn3cccc3)sc2c1,-0.350000000000005
47195936,Cn1c(SCCc2ccc([N+](=O)[O-])cc2)nccc1=O,-13.9339
26731533,O=c1nc(SCc2c(F)cccc2Cl)nc(-c2ccccc2)[nH]1,14.8501
14735059,CCOC(=O)c1ccc(NC(=O)N2CCCCC2)cc1,8.51169999999999
57263788,Cc1cc(C(=O)COC(=O)c2cccc(O)c2)c(C)n1C1CC1,11.1559
26664237,Cn1c(=O)c([N+](=O)[O-])c(NCc2ccccc2Cl)c2ccccc21,1.4665
49817980,Cc1cccc(C)c1OCc1cc(C(=O)N2CCC[C@H]2C(N)=O)no1,13.0971
57268500,CC(C)(C)c1ccc(C(=O)OCC(=O)N2CCC(c3ccccc3)=N2)cc1,3.6195
24794232,Cc1cc(C)cc(OCC(=O)Nc2ccc(CN3CCCCC3)cc2)c1,-4.81720000000001
49817314,CC(C)c1ccc(/C=N/NC(=O)c2nnn(-c3nonc3N)c2CN2CCOCC2)cc1,2.51359999999999
57260986,O=C(OCC(=O)N1CCCCCC1)c1cccc(Cl)c1,6.2034
22403014,COc1ccccc1Nc1ccc([N+](=O)[O-])cc1N,20.2181
865192,CCOC(=O)C1=C(c2ccccc2)Nc2nc(C)nn2C1c1cccc(OC)c1OC,8.11139999999999
22416048,Cc1cccc(NC(=S)N2CCN(C(=O)C3CCCO3)CC2)c1,13.9352
26732605,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,17.7472
49719463,Cc1ccc(C)c(N2CCN(S(=O)(=O)c3c(C(=O)N4CCCCC4)c(C)n(C)c3C)CC2)c1,11.7704
50085598,CC(=O)Nc1ccc(NC(=O)c2c(-c3ccccc3Cl)noc2C)c(C)c1,1.95979999999999
24804258,COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)c1OC,15.8025
57267642,CN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)C(=O)CNC(=O)C1CCCCC1,6.1241
14727765,CC(C)OC(=O)c1cccc(NC(=O)c2ccccc2)c1,2.938
49675382,CCCCCc1nnc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)s1,6.0065
16953040,N#Cc1cnn(-c2ncnc3sc4c(c23)CCCC4)c1N,3.7104
49674598,O=S(=O)(NCc1ccccn1)c1ccccn1,3.2289
3713866,Cn1c(C(C#N)C(=O)Cc2cccc3ccccc23)nc2ccccc21,11.6444
49675632,CN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,14.5722
861337,COc1ccc(CNc2oc(COc3ccc(Cl)cc3)nc2C#N)cc1,10.0753
24787939,CNC(=S)NNC(=O)c1cn(C)nc1C,14.606
26659381,COc1ccc2cnn(-c3ccc(OC(F)(F)Cl)cc3)c(=O)c2c1OC,13.4581
4255488,COc1cccc(N2CC(C(=O)Nc3ccc(C(=O)OC(C)C)cc3)CC2=O)c1,7.13659999999999
24828166,COc1cccc(NC(=S)N/N=C2\CC3CCC2(C)C3(C)C)c1,-0.660400000000006
14746312,O=C1c2ccccc2NC(c2ccc(Cl)cc2Cl)N1Cc1ccccc1,-5.12390000000001
845660,Br.CCn1c(=N)n(CC(=O)c2ccco2)c2ccccc21,9.28139999999999
858977,CN1C(=O)c2c(sc3c2CCCC3)NC1c1ccccc1O,8.0408
24815681,Cc1ccc(C)c(NC(=O)C(=O)NCCc2c[nH]c3ccccc23)c1,12.9674
849219,Cc1csc(N(C)C(=O)CSc2nnc(COc3cccc4ccccc34)o2)n1,9.99169999999999
26664187,COC(=O)[C@H](CCSC)NC(=O)NC1CC1,18.378
4245391,CC(C)(C)Nc1nc(NC(C)(C)C)nc(-n2ccnc2)n1,7.4798
85147038,O=C1NC(Cc2ccccc2)c2nc3ccccc3c(=O)n2-c2cc(Cl)ccc21,9.8328
24814410,Cc1cc(NC(=S)N(CCN2CCOCC2)Cc2ccccc2F)ccc1Cl,6.3941
24815929,COCCNC(=O)CSc1nccn1Cc1ccc2c(c1)OCO2,8.6201
7969187,CCN(CC)C1CCCCC1NS(=O)(=O)c1ccc(Cl)cc1,6.2058
49729183,CCC1Oc2ccccc2N(CC(=O)NC2CCCC2)C1=O,9.35069999999999
24780893,CC(=O)Oc1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1,5.0205
22407728,N#Cc1ccsc1NC(=O)CN(Cc1ccccc1)Cc1ccccc1,18.2003
49669061,COc1ccccc1NC(=O)CCn1c(=S)oc2ccccc21,7.72199999999999
24781547,CC(C)NC(=O)C1CCN(C2CCN(C(=O)c3scc4c3CCCC4)CC2)CC1,4.56349999999999
57264652,O=C(CN1CCN(c2ccc(O)cc2)CC1)Nc1ccc2c(c1)OCCCO2,4.4168
861254,CSCC[C@H](NC(=O)C1CCN(S(=O)(=O)c2ccc(C)cc2)CC1)C(=O)NCC1CCCO1,-14.0582
49720447,Cc1cc(CN(C)C(=O)c2ccc3nc(Cc4ccccc4F)oc3c2)n[nH]1,10.8891
26661271,O=C1CN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCc4ccccc43)c2)c2ccccc2N1,-2.68670000000001
22403457,CSCCC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)OCC(=O)c1ccc(C(C)C)cc1,8.0328
14743009,COc1ccc(C2c3c4c(n(C)c3CCN2C)CCN(C)C4c2ccc(OC)cc2)cc1.Cl,-0.844100000000005
22401312,O=C(Cc1cc(=O)[nH][nH]1)N/N=C/c1ccccc1Cl,11.3333
24812530,O=C(Cn1cccc1C(=O)c1ccccc1)NCc1ccc(Cl)cc1,15.7799
51086275,Cc1ccc(C(=O)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)cc1C,-10.1886
26660053,CCCCCC(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)Cc2ccc([N+](=O)[O-])cc2)C3)c1,-25.027
4251681,Cc1cccc(-n2nc3c(c2NC(=O)c2ccco2)CSC3)c1C,4.09999999999999
7967871,CCN1CCN(C(=O)CS(=O)Cc2nc(-c3ccc(OC)cc3)oc2C)CC1,12.1258
24826888,CCc1nc2ccccc2c(C(=O)OCC(=O)C(C)(C)C)c1C,9.76699999999999
14730082,COc1ccc(NC(=O)c2sc3cc(C(F)(F)F)cnc3c2-c2cccs2)cc1,-6.02360000000001
24804853,CC(C)C(c1nnnn1C(C)(C)C)N1CCN(Cc2cccnc2)CC1.Cl,9.263
3714825,CCN1CCc2nc(NC(=O)c3ccc4c(c3)OCCO4)sc2C1,6.0869
22401514,C/C(=N\NC(=O)CCc1c[nH]c2ccccc12)c1cccc([N+](=O)[O-])c1,6.94849999999999
24797036,Clc1ccccc1C1=CC(c2ccco2)n2nnnc2N1,9.00849999999999
26730578,O=C(CSc1nnc(-c2ccc(C(F)(F)F)cn2)o1)Nc1ccccc1Cl,19.37693
17511843,Cc1ccc(NC(=O)/C(=C/c2cccs2)NC(=O)c2ccco2)cc1,16.9561
49736009,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3C)C1,-2.1261
17506919,COc1ccc(C)cc1S(=O)(=O)N(CC(=O)Nc1cccc([N+](=O)[O-])c1)c1ccc(C)c(C)c1,0.946199999999994
49642621,Cn1c(-c2ccccc2)cnc1NCc1ccccc1,9.63589999999999
22400930,CCCn1cnc2sc(CC)cc2c1=O,16.1301
24801149,Cc1noc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3cccs3)cc2)c1C,13.5955
57264201,COc1cccc(NC(=O)CN(C)CC(=O)c2c(C)[nH]c3ccccc23)c1,3.24059999999999
26658711,Cc1ccc(S(=O)(=O)NCCOc2nc(N(C)C)nc(N(C)C)n2)cc1,8.9135
7971564,O=C1c2oc3ccc(F)cc3c(=O)c2C(c2ccc(F)cc2)N1CCCN1CCOCC1,-3.7424
7978187,O=C(C1=C(O)C(=O)N(c2ncccn2)C1c1cccs1)c1ccco1,18.5
49722877,Cc1ccc(CCNC(=O)c2sc3nc4n(c(=O)c3c2C)CCC4)cc1,13.6654
49721358,CCOC(=O)C1CCN(C(=O)C2CCN(c3nnc(-n4cccc4)s3)CC2)CC1,-35.2751
56316591,CC(Sc1nnc(-c2ccc(OC(F)F)cc2)n1N)C(=O)NCC1CCCO1,7.8572
56315708,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)COC(=O)Cc1ccsc1,-44.4141
24830839,CSc1ncccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,12.3017
47203767,COc1ccc(NC(=O)Cn2c(CCC(=O)O)ccc2-c2ccccc2)cc1,13.2233
49670973,S=C(c1ccc(Br)cc1)N1CCCC1,7.3376
49819217,O=S(=O)(Nc1ncccn1)c1ccc(NC(=S)N2CCN(Cc3ccc(F)cc3Cl)CC2)cc1,21.21281
17403470,O=C(O/N=C(\c1ccccc1)c1ccccn1)c1ccc(Cl)c(Cl)c1,12.8856
49676504,O=C(OCCN1C(=O)c2ccccc2C1=O)Oc1ccccc1,6.6875
17513820,O=C(c1ccccc1F)N(NC(=O)C(O)(c1ccccc1)c1ccccc1)c1ccccc1,11.7376
49828983,O=C(c1cc2cc(F)ccc2[nH]1)N1CCN(C(=O)c2ccco2)CC1,-9.87420000000001
24788270,CCOc1cc(CNCCCN2CCOCC2)ccc1OCC(=O)NC(C)(C)C.Cl,9.50769999999999
49670344,CCN(CC)CCCNC(=O)c1ccc(C)c(NC(=O)C2=C(C)OCCS2)c1,10.8765
56319612,CSCCC(NC(=O)c1cccc(C)c1)C(=O)OCC(=O)Nc1c(C)nn(-c2ccccc2)c1C,2.7669
4256386,COc1cc(SC)ccc1C(=O)NCC1CCCO1,7.7681
49668216,O=c1cc(Cn2ccnc2)c2cc(O)ccc2o1,15.1641
46500162,COC/C=C/C1=CC2=CC(=O)C(C)(O)C(=O)C2=CO1,14.5746
14721432,CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)N(CC)CC)n3C)cs2)cc1,3.3797
17507912,CCSc1nc(-c2ccccc2)nc(C(Cl)Cl)n1,1.76149999999999
49825208,COc1cccc(NC(=O)CCNC(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1,14.8668
3713270,O=C(c1ccc(S(=O)(=O)Nc2ccccc2)cc1)N1CCOCC1,9.888
47201727,Cc1cccc(C(=O)Nc2cccc3c2CCCC3)c1,22.164
4262984,CCCCN1CCc2c([nH]c3ccc(C)cc23)C1=O,9.52609999999999
51087687,Cc1ccn2c(=O)nc(SCC(=O)N3CCC(C)CC3)nc2c1,8.30879999999999
26665622,C[C@H](N)C(=O)OCc1ccc([N+](=O)[O-])cc1.O=S(=O)(O)c1ccccc1,15.4366
24791388,COc1cccc(C(=O)NN2CC(O)=C(c3nc4ccccc4n3C)C2=N)c1,8.09019999999999
14725112,Cc1c(C(=O)N2CCCC2)sc(NC(=O)c2ccc(Cl)cc2)c1C#N,12.8126
842258,COCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,-6.27980000000001
57256311,Cc1noc(C)c1COC(=O)c1csc2c1CCC(C)C2,1.62299999999999
24799723,Cc1cc(Cl)ccc1C(=O)C1CCCN(Cc2ccon2)C1,11.3505
49645107,Cn1c(=O)[nH]c(=O)c2c1nc(SCC(O)CCl)n2Cc1ccccc1,1.7415
56322097,Cc1cc(C)c(NC(=O)CNC(=O)c2ccc(-n3cncn3)c([N+](=O)[O-])c2)c(C)c1,10.9169
17504622,CC(=O)Nc1ccc(Nc2nc(C)c([N+](=O)[O-])c(Nc3ccc(NC(C)=O)cc3)n2)cc1,20.68339
7975625,COc1cccc(NC(=O)c2ccncc2)c1,14.4107
17402033,COC(=O)c1cn(NC(=O)c2ccc(OC)c(OC)c2)c(=O)c2ccccc12,8.74569999999999
14740908,CCCc1cc(=O)oc2c(CN3CCOCC3)c(O)ccc12,6.31259999999999
49818949,Cc1ccc(OCC(=O)NC(=S)Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)c(Br)c1,11.3286
49642746,CCOC(=O)CN1C(=O)CC(c2ccc([N+](=O)[O-])cc2)C1=O,6.6965
49821592,N#Cc1c(NC(=O)C(=O)NCCCN2CCOCC2)sc2c1CCCC2,24.9768
47197943,COc1cc(N2N=C(c3ccccc3)CC2c2ccccc2)c(C=O)cc1C=O,10.7313
861865,O=S(=O)(Nc1nc2ccccc2nc1NCc1ccco1)c1ccc(Cl)cc1,8.47039999999999
49732067,COc1ccc(/C=C2\COc3ccccc3C2=O)c(OC)c1,14.2635
49648589,COc1cccc(C(=O)Oc2ccc3ccc(=O)oc3c2)c1,30.3004
22411225,Cn1cnnc1SCc1ccc(C(=O)N/N=C(\CCC(=O)O)c2ccc(C(C)(C)C)cc2)cc1,2.77119999999999
7968220,Cc1nnc(SCC(=O)Nc2ccc3c(c2)COC3=O)n1-c1ccccc1,5.8007
26727825,Cc1ccc(NC(=O)N2CCN(c3ncccc3C(F)(F)F)CC2)cc1,-2.37400000000001
49668578,CCN1C(=O)c2ccccc2S(=O)(=O)c2ccc(C(=O)NCCOC)cc21,11.9679
864381,COc1ccc(S(=O)(=O)N(Cc2cccs2)C2CCCC2)cc1,6.0316
17434120,CC1=NN(c2ccccc2)C(=O)/C1=C/c1c(O)n(-c2ccc(F)cc2)[nH]c1=O,32.0911
3714452,CCn1c(SCC(=O)NCCOC)nc2sc3c(c2c1=O)CCCC3,10.1395
14744214,Cc1ccc(C(=O)Nc2ccc(-n3ccnc3P(=O)([O-])c3ccccc3)cc2)cc1.[K+],15.0495
17414706,Cc1ccc(S(=O)(=O)/N=C(/Nc2c(C)n(C)n(-c3ccccc3)c2=O)c2ccc(Cl)cc2)cc1,-13.0019
47198026,CN1CCCN(C(=O)c2cccc(Br)c2)CC1,16.4628
14743789,NC(=O)C1CNc2ccccc2O1,-1.309
47204547,CN(c1ccccc1C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C)S(C)(=O)=O,15.3859
848679,COc1ccc(OC)c(NC(=O)c2cc3sccc3n2C)c1,6.77989999999999
49647234,O=C1[C@@H]2Cc3c([nH]c4ccccc34)CN2C(=O)CN1CCCCCO,10.6559
26658040,Cl.NS(=O)(=O)c1cccc(NC(=O)c2cc(-c3cccs3)nc3ccccc23)c1,11.7113
49725534,COc1cc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)cc2)nc(OC)n1,18.3007
24806646,CC(C)CC(c1nnnn1Cc1ccc2c(c1)OCO2)N1CCC(C(N)=O)CC1,14.528
3713899,COc1ccc(N2CC(O)=C(c3nc(C)cs3)C2=N)cc1,11.3347
49717928,CC(C)(C)c1ccc2c(c1)N(CC(=O)N1CCOCC1)C(=O)CO2,12.3893
49824749,COc1cccc(OC)c1C(=O)NC(=S)N1C[C@H]2C[C@H](C1)c1cccc(=O)n1C2,-1.3184
26730614,COC(OC)C(C)NC(=O)NC(=O)c1ccccc1Cl,11.1751
7970170,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2cc(F)ccc2F)c2cccnc2)CC1,-2.68080000000001
24826854,COCCNC(=S)NNc1ccccc1[N+](=O)[O-],11.6399
22401281,N#C/C(=C\c1ccc(Oc2ccc([N+](=O)[O-])cn2)cc1)C(=O)Nc1ccc(F)cc1,4.8566
4246794,O=C1CCCc2c1cc(C(=O)NC1CCSC1=O)c(=O)n2-c1ccccc1,11.6448
24810877,COc1ccc([N+](=O)[O-])cc1NC(=O)CCN1CCN(c2ccccc2)CC1,3.72509999999999
7977449,CN(C)C(=O)Oc1ccc(OC(=O)N(C)C)cc1,6.23959999999999
47202785,O=C(O)c1ccccc1C(=O)NCCCCCCNC(=O)c1ccccc1C(=O)O,7.9768
24809273,CCSC1=N/C(=C\C=C2/Oc3ccccc3N2CC)C(=O)S1,18.0568
24779497,CN(C)CCN(C(=O)c1ccc(N2C(=O)CCC2=O)cc1)c1nc2cc3c(cc2s1)OCCO3.Cl,8.436
22414398,CCn1nc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,13.9298
49730956,COc1ccccc1NC(=O)c1ccc(NC2=NC3CS(=O)(=O)CC3S2)cc1,16.0547
4243208,CCOc1ccc(CC(=O)C2C(=O)CCCC2=O)cc1OCC,2.9425
24831566,CCCn1c(N)c(N(CCOC)C(=O)/C=C/c2ccc(C(=O)OC)cc2)c(=O)[nH]c1=O,3.8572
24830002,Cc1ccc(NC(=O)c2sc(N)nc2-c2ccccc2)cc1C,7.8519
17514506,O=C(O)/C=C/C(=O)Nc1ccccc1SC(F)(F)F,6.1065
49733194,CC(C)NC(=O)Cn1c(SCC(=O)NC2CCCC2)nc2ccccc21,4.46289999999999
26663594,NC(N)=NC1=NC(=O)C(Cc2ccccc2Cl)S1,25.7304
843970,COc1ccccc1NC(=O)N1CCCC1C(=O)Nc1ccc2c(c1)OCO2,2.75719999999999
49817324,COc1ccc(-n2c(SCC(=O)Nc3ccccc3OC)nc(O)c(Cc3ccccc3)c2=O)cc1,4.3796
24782079,O=C1Nc2ccccc2N(O)N1c1ccc(Cl)c(Cl)c1,13.3334
26657574,C=C(C)C1CC=C(C)/C(=N\NC(=O)CCC(=O)Nc2ccc(C)c(C)c2)C1,17.262
17408520,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCCc5ccccc54)n3c2c1C,-4.78730000000001
4246218,Cc1csc2nc(CNC(=O)c3cccc(C(F)(F)F)c3)cn12,3.47829999999999
74373866,CCOc1ccc(S(=O)(=O)NCCC(=O)NCC(c2ccco2)N2CCCCC2)cc1,7.468
14745177,Clc1ccc(/C=N/Nc2nnc(-c3ncc[nH]3)c3ccccc23)cc1,4.88599999999999
4265176,CCn1c(SCC(=O)NC2CCCCC2)nnc1-c1cccs1,6.6018
57268086,Cc1onc(-c2ccccc2)c1C(=O)OCC(=O)NC(C)c1ccc(Cl)cc1,7.1485
49827612,CC(=O)Nc1ccc(NC(=O)COc2ccc(-c3ccccc3)cc2)cc1,8.95379999999999
57268397,Cc1cc(OCC(=O)NNC(=O)c2cccc(F)c2)ccc1Cl,11.7318
49647091,CC(C)c1ccc(/C=N/n2c(COc3ccccc3)n[nH]c2=S)cc1,12.0025
49720563,O=C(c1cc2cc(F)ccc2[nH]1)N(Cc1cccnc1)CC1CCCN(C2CCCCC2)C1,-80.9993
49668494,CN(c1ccccc1)c1ccc([N+](=O)[O-])c2nonc12,14.4835
4262135,C=CCNC(=O)c1ccccc1NS(=O)(=O)c1ccc(SC)cc1,10.4954
47197759,CN(C)C(=O)CCC(=O)N(C)CC1CCCN(CCc2ccc(F)cc2)C1,-0.256600000000006
24841045,Cn1c(=O)c2c(nc(N3CCN(c4ccccc4)CC3)n2CCCc2ccccc2)n(C)c1=O,14.1742
17431707,S=C(Nc1cccc(Cl)c1)NC1CC2CCCC(C1)N2C1CCCC1,17.4379
856948,C/C(CCc1c[nH]c2ccccc12)=N\O,7.0998
26727001,CCc1ccc(C(=O)NNc2ccccc2F)cc1,-3.3564
24802747,Cc1cccc(C)c1NC(=O)C1CCCN1C(=O)OC(C)(C)C,10.5209
24806997,COCCCN1C(=O)/C(=C\c2ccc3c(c2)OCO3)C(C(=O)OC)=C1C,6.26009999999999
7974403,CCCCN=CC1=C(O)C(C(=O)OC)C(C)(C)CC1=O,17.3747
47193435,COC(=O)c1c(C)cc(O)cc1O,15.2851
85148659,C=CCOC(=O)CCCCCCCC,10.4624
24787674,O=C1CCC(=O)N1N1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O,17.5299
49729109,Cc1cccc(C)c1NC(=O)CS(=O)CC(=O)N1CCN(c2ccccc2)CC1,18.8079
24813216,COc1ccc(CN2CC(=O)N(c3ccccc3C)C2=S)cc1OC,23.95
17517305,CN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)COc1ncnc2sccc12,6.3146
844816,O=C(COc1ccccc1)N1CCN(C(=O)c2cccs2)CC1,0.419299999999996
17508512,COc1c(O)ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c1[N+](=O)[O-],7.041
56317811,O=C(CN1C(=O)c2ccccc2C1=O)OCC(=O)N1CCN(c2ccccc2)CC1,7.6486
49736913,Cc1ccc(S(=O)(=O)NCC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1,7.622
49669680,CC1=CC(C)(C)NC(=S)N1C(C)c1ccccc1,16.332
17413367,Cc1ccccc1NC(=S)NC(NC(=O)C(C)(C)C)C(Cl)(Cl)Cl,-14.3401
24824751,Cc1nn(-c2ccccc2)c(Cl)c1C(=O)Nc1ccc(N2CCOCC2)cc1,-2.7834
24820743,Nc1nc(-c2ccc(Cl)cc2)nn1C(=O)c1cccs1,8.5694
14726040,Cc1ccccc1NC(=O)N1C2CCC1CC(O)(c1cccnc1)C2,-3.8078
49729138,COc1ccc(C(OC(=O)c2ccco2)C(=O)NC2CCCC2)cc1OC,9.3865
14726427,CCCN1C(=O)SC(CC(=O)Nc2ccc(C)cc2)C1=O,7.6201
14731743,CCn1c(SCC(=O)Nc2ccc3c(c2)oc2ccccc23)nnc1-c1ccc(N)cc1,9.8769
17387304,CCCN1C(=O)/C(=C/C=C2\N(CC)c3ccccc3C2(C)C)SC1=S,5.7195
22409307,CC(C)n1nc(C(=O)Oc2cc(Cl)ccc2Cl)c2ccccc2c1=O,10.1132
14740463,O=C(CSc1cn(Cc2ccccc2)c2ccccc12)N1CCOCC1,-4.91540000000001
50085490,Cc1cccc(C(=O)OCC(=O)c2cccc(Br)c2)c1O,8.8617
57266162,O=C(c1cc2ccccc2o1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,15.8172
24797645,CC(=O)c1ccc(NC(=S)NC(C)CCc2ccccc2)cc1,9.8662
4248841,O=C(Cn1ncc2c(=O)oc3ccccc3c21)NC1CC1,12.1726
7971171,Cc1nc2sc(C(c3ccco3)N3CCN(c4ccccc4)CC3)c(O)n2n1,6.2917
17432035,COCCCNC(=S)NNC(=O)c1csc2ccccc12,9.28829999999999
24809757,CCn1c(Cc2ccc(OC)cc2)nnc1SCc1nc2ccccc2c(=O)[nH]1,10.2793
24797203,COc1cccc(NC(=O)Nc2nccc(C)n2)c1,12.8571
14735885,CN(CCC(=O)Nc1ccc(Br)cc1)Cc1ccccc1,-9.24700000000001
16952802,COc1cccc(-c2nnc(SCc3nc4ccccc4s3)n2C)c1,-3.4968
24832095,CC(=O)NCc1ccc(C(=O)O)cc1,11.7336
24785835,COc1cccc(C(=O)NC(c2ccccc2)C2CCCC2)c1,12.5409
49820707,Cc1ccc(CNC(=O)C2(S(=O)(=O)c3ccccc3)CC=CC2)cc1,2.35619999999999
49726139,Cc1ccc(C(C(=O)NC2CCCC2)N(CCCO)C(=O)Cn2nnc(-c3ccc(C)o3)n2)cc1,15.4756
24779646,Cc1ccc(C(=O)CSc2ccc(-c3ccncc3)nn2)cc1,4.7964
50086514,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(C3CCCCC3)c2=N)cc1,-67.6376
22401458,Cc1ccc(NC(=O)CN2C(=O)N/C(=C/c3ccc(N4CCOCC4)cc3)C2=O)cc1,-4.0409
849018,Cc1cccc(-n2c(N)cc(=O)nc2SCC(=O)Nc2cc(C)on2)c1,5.6197
49665251,N#C/C(=C/c1ccc(O)c(O)c1)c1nc2ccccc2[nH]1,14.1628
4246535,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)N1CCN(c2ccccc2F)CC1,6.945
24795704,CC1CCCc2sc3ncn(N)c(=N)c3c21,8.9228
